TREATYID,REFERENCE,C1LONG,C2LONG,TYPE,SIGNED,EFFECTIVE,STATUS,C1CODE,C1INCOME,C1REGION,C2CODE,C2INCOME,C2REGION,SOURCE,WHTRATES,PE,OTHER,UN,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,11ii,12i,12ia,12ib,12iv,13i,13ii,14i,16i,21i,25i,27i,29i
1214,,Canada,Côte d'Ivoire,Original,1983,1986,In Force,CAN,High income,North America,CIV,Lower middle income,Sub-Saharan Africa,0.57,0.50,0.84,0.38,0.59,6,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,15,,15,15,15,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,OTHER
1222,,Canada,Kenya,Original,1983,1987,In Force,CAN,High income,North America,KEN,Lower middle income,Sub-Saharan Africa,0.67,0.78,0.59,0.63,0.65,6,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,15,10,25,15,15,15,15,15,15,YES,NO,YES,NO,YES,NO,NO,NA
1242,,Canada,Mongolia,Original,2002,2003,In Force,CAN,High income,North America,MNG,Lower middle income,East Asia & Pacific,0.38,0.42,0.34,0.38,0.41,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,10,10,5,10,5,YES,NO,YES,NO,YES,NO,NO,OTHER
1250,,Canada,Nigeria,Original,1992,2000,In Force,CAN,High income,North America,NGA,Lower middle income,Sub-Saharan Africa,0.52,0.48,0.23,0.83,0.47,3,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,12.5,10,15,12.5,12.5,12.5,12.5,12.5,0,,,YES,NO,YES,NO,NO,OTHER
1254,,Canada,Pakistan,Original,1976,1977,Superseded,CAN,High income,North America,PAK,Lower middle income,South Asia,0.66,0.64,0.61,0.75,0.65,3,YES,3,YES,YES,YES,NO,YES,YES,YES,NO,15,25,NO LIMIT,25,25,20,0,20,0,YES,YES,YES,NO,YES,NO,NO,NA
1255,,Canada,Papua New Guinea,Original,1987,1990,In Force,CAN,High income,North America,PNG,Lower middle income,East Asia & Pacific,0.62,0.50,0.86,0.50,0.65,3,YES,3,NO,NO,YES,NO,YES,YES,NO,NO,25,,25,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,NA
1257,,Canada,Philippines,Original,1976,1977,In Force,CAN,High income,North America,PHL,Lower middle income,East Asia & Pacific,0.58,0.66,0.47,0.63,0.53,6,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,15,10,25,15,15,25,25,25,0,YES,NO,YES,NO,YES,NO,NO,NA
1265,,Canada,Senegal,Original,2001,2004,In Force,CAN,High income,North America,SEN,Lower middle income,Sub-Saharan Africa,0.48,0.59,0.61,0.25,0.41,3,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,16,,16,16,16,15,15,15,0,YES,NO,YES,NO,NO,NO,NO,NA
1274,,Canada,Sri Lanka,Original,1982,1986,In Force,CAN,High income,North America,LKA,Upper middle income,South Asia,0.35,0.46,0.09,0.50,0.29,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,15,,15,15,15,10,0,10,0,NO,YES,YES,NO,YES,NO,NO,NA
1282,,Canada,Tanzania,Original,1995,1998,In Force,CAN,High income,North America,TZA,Low income,Sub-Saharan Africa,0.80,0.94,0.59,0.88,0.76,6,YES,6,YES,YES,NO,YES,YES,YES,NO,YES,20,15,25,15,15,20,20,20,20,YES,YES,YES,YES,YES,NO,NO,OTHER
1302,,Canada,Vietnam,Original,1997,1999,In Force,CAN,High income,North America,VNM,Lower middle income,East Asia & Pacific,0.66,0.50,0.97,0.50,0.76,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,10,25,15,10,10,10,10,10,7.5,NO,YES,YES,NO,YES,NO,NO,OTHER
1303,,Canada,Zambia,Original,1984,1989,In Force,CAN,High income,North America,ZMB,Lower middle income,Sub-Saharan Africa,0.64,0.56,0.73,0.63,0.65,3,YES,3,YES,YES,YES,YES,YES,YES,YES,NO,15,,15,15,15,15,15,15,0,YES,NO,YES,NO,YES,NO,NO,NA
1304,,Canada,Zimbabwe,Original,1992,1995,In Force,CAN,High income,North America,ZWE,Lower middle income,Sub-Saharan Africa,0.66,0.63,0.72,0.63,0.71,6,YES,6,NO,NO,YES,NO,NO,YES,NO,NO,10,25,20,15,15,10,10,10,10,YES,YES,YES,NO,YES,NO,NO,OTHER
1305,,Cabo Verde,"Macao SAR, China",Original,2010,2012,In Force,CPV,Lower middle income,Sub-Saharan Africa,MAC,High income,East Asia & Pacific,0.41,0.38,0.47,0.38,0.41,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,10,,10,10,10,10,10,10,0,NO,NO,YES,YES,YES,NO,NO,NA
1307,,Cabo Verde,Portugal,Original,1999,2001,In Force,CPV,Lower middle income,Sub-Saharan Africa,PRT,High income,Europe & Central Asia,0.28,0.38,0.34,0.13,0.24,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,10,,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
1321,,Chad,Tunisia,Original,2012,,Not In Force,TCD,Low income,Sub-Saharan Africa,TUN,Lower middle income,Middle East & North Africa,0.31,0.34,0.34,0.25,0.29,6,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,7.5,,7.5,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
1362,,China,Ethiopia,Original,2009,2013,In Force,CHN,Upper middle income,East Asia & Pacific,ETH,Low income,Sub-Saharan Africa,0.23,0.21,0.22,0.25,0.24,6,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,,5,7,7,5,5,5,0,YES,NO,YES,NO,NO,NO,NO,NA
1390,,China,Lao PDR,Original,1999,2000,In Force,CHN,Upper middle income,East Asia & Pacific,LAO,Lower middle income,East Asia & Pacific,0.29,0.19,0.31,0.38,0.29,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,,5,5,5,5,5,5,0,YES,YES,YES,NO,NO,NO,NO,NA
1406,,China,Mongolia,Original,1991,1993,In Force,CHN,Upper middle income,East Asia & Pacific,MNG,Lower middle income,East Asia & Pacific,0.36,0.31,0.41,0.38,0.35,18,YES,18,YES,YES,NO,NO,YES,NO,NO,NO,5,,5,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,NA
1408,,China,Nepal,Original,2001,2011,In Force,CHN,Upper middle income,East Asia & Pacific,NPL,Low income,South Asia,0.55,0.44,0.59,0.63,0.59,6,YES,6,YES,YES,NO,YES,YES,NO,YES,NO,10,,10,10,10,15,15,15,0,YES,YES,YES,NO,YES,NO,NO,NA
1413,,China,Nigeria,Original,2002,2010,In Force,CHN,Upper middle income,East Asia & Pacific,NGA,Lower middle income,Sub-Saharan Africa,0.40,0.28,0.59,0.33,0.47,6,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,7.5,,7.5,7.5,7.5,7.5,7.5,7.5,0,,,YES,NO,NO,NO,NO,NA
1416,,China,Pakistan,Original,1989,1990,Superseded,CHN,Upper middle income,East Asia & Pacific,PAK,Lower middle income,South Asia,0.76,0.56,0.84,0.88,0.88,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,10,,10,10,10,12.5,12.5,12.5,12.5,YES,YES,YES,YES,YES,NO,NO,NA
1417,,China,Papua New Guinea,Original,1994,1996,In Force,CHN,Upper middle income,East Asia & Pacific,PNG,Lower middle income,East Asia & Pacific,0.43,0.44,0.47,0.38,0.41,6,YES,6,YES,YES,YES,NO,NO,NO,NO,NO,15,,15,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,NA
1419,,China,Philippines,Original,1999,2002,In Force,CHN,Upper middle income,East Asia & Pacific,PHL,Lower middle income,East Asia & Pacific,0.38,0.43,0.34,0.38,0.35,6,YES,6,YES,YES,NO,NO,NO,NO,NO,YES,10,10,15,10,10,10,15,10,0,YES,NO,YES,NO,NO,NO,NO,NA
1437,,China,Sri Lanka,Original,2003,2006,In Force,CHN,Upper middle income,East Asia & Pacific,LKA,Upper middle income,South Asia,0.57,0.38,0.59,0.75,0.65,6,YES,6,YES,YES,NO,YES,YES,NO,YES,YES,10,,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA
1438,,China,Sudan,Original,1997,2000,In Force,CHN,Upper middle income,East Asia & Pacific,SDN,Lower middle income,Sub-Saharan Africa,0.36,0.31,0.41,0.38,0.35,18,YES,12,YES,YES,NO,NO,YES,NO,NO,NO,5,,5,10,10,10,10,10,0,YES,YES,YES,NO,NO,NO,NO,NA
1451,,China,Uganda,Original,2012,,Not In Force,CHN,Upper middle income,East Asia & Pacific,UGA,Low income,Sub-Saharan Africa,0.35,0.33,0.47,0.25,0.35,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,7.5,,7.5,10,10,10,10,7,0,YES,NO,YES,NO,NO,NO,NO,NA
1463,,China,Vietnam,Original,1995,1997,In Force,CHN,Upper middle income,East Asia & Pacific,VNM,Lower middle income,East Asia & Pacific,0.53,0.38,0.59,0.63,0.59,6,YES,6,YES,YES,NO,YES,YES,NO,YES,NO,10,,10,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA
1464,,China,Zambia,Original,2010,2012,In Force,CHN,Upper middle income,East Asia & Pacific,ZMB,Lower middle income,Sub-Saharan Africa,0.23,0.23,0.33,0.13,0.21,9,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,,5,10,10,5,5,0,0,YES,NO,NO,NO,NO,NO,NO,NA
1473,,"Congo, Dem. Rep.",South Africa,Original,2005,2013,In Force,COD,Low income,Sub-Saharan Africa,ZAF,Upper middle income,Sub-Saharan Africa,0.41,0.38,0.34,0.50,0.41,6,YES,6,YES,YES,NO,NO,NO,NO,YES,NO,5,25,15,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,YES,NA
1474,,"Congo, Dem. Rep.",Zimbabwe,Original,2002,,Not In Force,COD,Low income,Sub-Saharan Africa,ZWE,Lower middle income,Sub-Saharan Africa,0.25,0.00,0.50,0.25,0.35,0,YES,6,YES,NO,NO,NO,NO,NO,NO,NO,0,,0,0,0,0,0,0,0,YES,NO,YES,NO,NO,NO,YES,NA
1476,,"Congo, Rep.",France,Original,1987,1989,In Force,COG,Lower middle income,Sub-Saharan Africa,FRA,High income,Europe & Central Asia,0.31,0.34,0.22,0.38,0.29,6,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,15,10,20,0,0,15,15,0,0,YES,YES,YES,NO,NO,NO,YES,NA
1477,,"Congo, Rep.",Italy,Original,2003,2015,In Force,COG,Lower middle income,Sub-Saharan Africa,ITA,High income,Europe & Central Asia,0.29,0.27,0.22,0.38,0.29,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,8,10,15,0,0,10,10,10,0,YES,YES,YES,NO,NO,NO,YES,NA
1478,,"Congo, Rep.",Mauritius,Original,2010,2015,In Force,COG,Lower middle income,Sub-Saharan Africa,MUS,Upper middle income,Sub-Saharan Africa,0.18,0.09,0.31,0.13,0.18,12,YES,12,YES,YES,NO,NO,NO,NO,YES,NO,0,25,5,5,5,0,0,0,0,NO,NO,NO,NO,NO,YES,YES,NA
1480,,"Congo, Rep.",Tunisia,Original,2005,,Not In Force,COG,Lower middle income,Sub-Saharan Africa,TUN,Lower middle income,Middle East & North Africa,0.33,0.14,0.72,0.13,0.41,6,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,0,25,5,5,5,5,5,0,0,NO,NO,YES,NO,NO,NO,NO,NA
1549,,Croatia,Sri Lanka,Pre-independence,1985,1987,In Force,HRV,High income,Europe & Central Asia,LKA,Upper middle income,South Asia,0.45,0.41,0.58,0.38,0.44,9,NO,9,NO,NO,YES,NO,NO,NO,NO,YES,12.5,,12.5,10,10,10,10,10,0,NO,YES,YES,NO,NO,NO,NO,NA
1569,,Cuba,Vietnam,Original,2002,2004,In Force,CUB,Upper middle income,Latin America & Caribbean,VNM,Lower middle income,East Asia & Pacific,0.70,0.38,0.97,0.75,0.82,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,5,70,15,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA
1644,,Czech Republic,Ethiopia,Original,2007,2008,In Force,CZE,High income,Europe & Central Asia,ETH,Low income,Sub-Saharan Africa,0.49,0.38,0.59,0.50,0.53,6,YES,6,YES,YES,NO,YES,YES,YES,NO,NO,10,,10,10,10,10,10,10,0,NO,YES,YES,NO,YES,NO,NO,OTHER
1690,,Czech Republic,Mongolia,Original,1997,1999,In Force,CZE,High income,Europe & Central Asia,MNG,Lower middle income,East Asia & Pacific,0.48,0.38,0.94,0.13,0.47,12,YES,6,NO,NO,YES,YES,YES,NO,NO,NO,10,,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA
1695,,Czech Republic,Nigeria,Pre-independence,1989,1991,In Force,CZE,High income,Europe & Central Asia,NGA,Lower middle income,Sub-Saharan Africa,0.45,0.55,0.23,0.57,0.38,3,YES,NO,YES,YES,NO,NO,NO,YES,YES,,12.5,10,15,15,15,15,15,15,0,NO,NO,YES,NO,YES,NO,NO,NA
1699,,Czech Republic,Pakistan,Original,2014,2016,Superseded,CZE,High income,Europe & Central Asia,PAK,Lower middle income,South Asia,0.70,0.50,0.97,0.63,0.82,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,5,25,15,10,10,10,10,10,10,NO,YES,YES,NO,YES,NO,NO,OTHER
1701,,Czech Republic,Philippines,Original,2000,2004,In Force,CZE,High income,Europe & Central Asia,PHL,Lower middle income,East Asia & Pacific,0.42,0.41,0.34,0.50,0.41,6,YES,6,YES,YES,NO,NO,NO,NO,NO,YES,10,10,15,10,10,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,OTHER
1720,,Czech Republic,Sri Lanka,Pre-independence,1978,1979,In Force,CZE,High income,Europe & Central Asia,LKA,Upper middle income,South Asia,0.27,0.33,0.22,0.25,0.23,6,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,15,,15,10,0,10,0,10,0,,,NO,,,NO,NO,NA
1739,,Czech Republic,Vietnam,Original,1997,1999,In Force,CZE,High income,Europe & Central Asia,VNM,Lower middle income,East Asia & Pacific,0.57,0.38,0.97,0.38,0.65,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,10,,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA
1752,,Denmark,Ghana,Original,2014,2016,In Force,DNK,High income,Europe & Central Asia,GHA,Lower middle income,Sub-Saharan Africa,0.28,0.39,0.20,0.25,0.26,9,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,8,8,8,8,0,8,YES,NO,YES,NO,NO,NO,YES,NA
1777,,Denmark,Kenya,Original,1972,1972,In Force,DNK,High income,Europe & Central Asia,KEN,Lower middle income,Sub-Saharan Africa,0.70,1.00,0.84,0.25,0.59,6,YES,NO,NO,NO,YES,YES,YES,NO,NO,YES,20,25,30,20,20,20,20,20,20,NO,NO,YES,NO,NO,NO,NO,NA
1808,,Denmark,Pakistan,Original,1987,1988,Superseded,DNK,High income,Europe & Central Asia,PAK,Lower middle income,South Asia,0.84,0.68,0.84,1.00,0.94,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,15,,15,15,15,12,12,12,12,YES,YES,YES,YES,YES,NO,NO,NA
1810,,Denmark,Philippines,Original,1995,1997,In Force,DNK,High income,Europe & Central Asia,PHL,Lower middle income,East Asia & Pacific,0.56,0.47,0.59,0.63,0.59,6,YES,6,YES,YES,YES,NO,YES,YES,NO,YES,10,25,15,10,10,15,15,15,0,YES,NO,YES,NO,YES,NO,YES,NA
1832,,Denmark,Sri Lanka,Original,1981,1980,In Force,DNK,High income,Europe & Central Asia,LKA,Upper middle income,South Asia,0.51,0.44,0.59,0.50,0.53,6,NO,6,YES,NO,NO,YES,YES,YES,YES,YES,15,,15,10,10,10,10,10,0,NO,NO,NO,NO,YES,NO,NO,NA
1840,,Denmark,Tanzania,Original,1976,1977,In Force,DNK,High income,Europe & Central Asia,TZA,Low income,Sub-Saharan Africa,0.40,0.84,0.09,0.25,0.24,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,15,,15,12.5,12.5,20,20,20,20,NO,NO,YES,NO,NO,NO,NO,NA
1849,,Denmark,Uganda,Original,2000,2002,In Force,DNK,High income,Europe & Central Asia,UGA,Low income,Sub-Saharan Africa,0.44,0.49,0.47,0.38,0.47,6,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,10,25,15,10,10,10,10,0,10,NO,NO,YES,NO,YES,NO,YES,NA
1859,,Denmark,Vietnam,Original,1995,1997,In Force,DNK,High income,Europe & Central Asia,VNM,Lower middle income,East Asia & Pacific,0.66,0.39,0.84,0.75,0.76,6,YES,6,NO,NO,YES,NO,YES,YES,YES,NO,10,25,15,10,10,5,15,5,0,YES,YES,YES,NO,YES,NO,NO,NA
1861,,Denmark,Zambia,Original,1973,1972,In Force,DNK,High income,Europe & Central Asia,ZMB,Lower middle income,Sub-Saharan Africa,0.28,0.50,0.22,0.13,0.18,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,,15,10,10,15,15,15,0,NO,NO,YES,NO,NO,NO,NO,NA
1886,,"Egypt, Arab Rep.",Ethiopia,Original,2011,2013,In Force,EGY,Lower middle income,Middle East & North Africa,ETH,Low income,Sub-Saharan Africa,0.35,0.34,0.45,0.25,0.32,9,NO,12,YES,YES,NO,YES,YES,NO,YES,NO,5,25,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,PPT
1918,,"Egypt, Arab Rep.",Pakistan,Original,1995,1998,Superseded,EGY,Lower middle income,Middle East & North Africa,PAK,Lower middle income,South Asia,0.88,0.78,0.86,1.00,0.94,3,YES,NO,NO,NO,YES,YES,YES,YES,YES,,15,,30,15,15,15,15,15,15,YES,YES,YES,YES,YES,NO,NO,NA
1934,,"Egypt, Arab Rep.",Sudan,Original,1970,1975,Terminated,EGY,Lower middle income,Middle East & North Africa,SDN,Lower middle income,Sub-Saharan Africa,0.31,0.56,0.09,0.29,0.19,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,,15,NO LIMIT,NO LIMIT,10,10,10,0,NO,YES,YES,NO,,NO,NO,NA
1948,,"Egypt, Arab Rep.",Vietnam,Original,2006,,Not In Force,EGY,Lower middle income,Middle East & North Africa,VNM,Lower middle income,East Asia & Pacific,0.76,0.56,0.97,0.75,0.82,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,15,,15,15,15,15,15,15,0,YES,YES,YES,YES,YES,NO,NO,NA
2006,,Ethiopia,France,Original,2006,2008,In Force,ETH,Low income,Sub-Saharan Africa,FRA,High income,Europe & Central Asia,0.33,0.28,0.34,0.38,0.35,6,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,10,,10,5,5,7.5,7.5,7.5,0,YES,NO,YES,NO,YES,NO,NO,NA
2007,,Ethiopia,India,Original,2011,2013,In Force,ETH,Low income,Sub-Saharan Africa,IND,Lower middle income,South Asia,0.60,0.47,0.84,0.50,0.71,6,YES,6,NO,NO,YES,NO,YES,NO,YES,NO,7.5,,7.5,10,10,10,10,10,10,YES,YES,YES,NO,NO,NO,YES,PPT
2009,,Ethiopia,Israel,Original,2004,2008,In Force,ETH,Low income,Sub-Saharan Africa,ISR,High income,Middle East & North Africa,0.24,0.26,0.08,0.38,0.21,9,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,5,5,5,0,0,YES,YES,YES,NO,NO,NO,NO,NA
2010,,Ethiopia,Italy,Original,1997,1997,In Force,ETH,Low income,Sub-Saharan Africa,ITA,High income,Europe & Central Asia,0.41,0.50,0.47,0.25,0.35,6,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,10,,10,10,10,20,20,20,0,NO,NO,YES,NO,YES,NO,NO,NA
2012,,Ethiopia,Kuwait,Original,1996,2000,In Force,ETH,Low income,Sub-Saharan Africa,KWT,High income,Middle East & North Africa,0.38,0.29,0.61,0.25,0.41,3,YES,3,YES,YES,YES,NO,YES,NO,YES,NO,5,,5,5,5,30,30,0,0,NO,NO,YES,NO,NO,NO,NO,NA
2013,,Ethiopia,Netherlands,Original,2012,2016,Superseded,ETH,Low income,Sub-Saharan Africa,NLD,High income,Europe & Central Asia,0.26,0.20,0.22,0.38,0.29,6,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,10,10,5,5,5,5,0,0,YES,NO,YES,NO,YES,YES,YES,NA
2016,,Ethiopia,Portugal,Original,2013,2017,In Force,ETH,Low income,Sub-Saharan Africa,PRT,High income,Europe & Central Asia,0.35,0.34,0.34,0.38,0.41,6,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,5,25,10,10,10,5,5,5,5,YES,NO,YES,NO,YES,NO,NO,PPT
2019,,Ethiopia,Russian Federation,Original,1999,,Not In Force,ETH,Low income,Sub-Saharan Africa,RUS,Upper middle income,Europe & Central Asia,0.30,0.31,0.45,0.13,0.26,9,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,5,,5,5,5,15,15,15,0,NO,NO,YES,NO,NO,NO,NO,NA
2021,,Ethiopia,Seychelles,Original,2012,2014,In Force,ETH,Low income,Sub-Saharan Africa,SYC,High income,Sub-Saharan Africa,0.33,0.28,0.47,0.25,0.41,6,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,5,,5,5,5,5,5,5,7.5,NO,NO,YES,NO,YES,NO,NO,NA
2022,,Ethiopia,South Africa,Original,2004,2007,In Force,ETH,Low income,Sub-Saharan Africa,ZAF,Upper middle income,Sub-Saharan Africa,0.54,0.39,0.84,0.38,0.59,6,YES,6,NO,NO,YES,YES,NO,YES,NO,NO,10,,10,8,8,20,20,0,0,YES,NO,YES,NO,NO,NO,NO,NA
2023,,Ethiopia,Sudan,Original,2006,,Not In Force,ETH,Low income,Sub-Saharan Africa,SDN,Lower middle income,Sub-Saharan Africa,0.32,0.50,0.34,0.13,0.29,6,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,10,,10,10,10,10,10,10,10,NO,NO,YES,NO,NO,NO,,NA
2024,,Ethiopia,Tunisia,Original,2003,2008,In Force,ETH,Low income,Sub-Saharan Africa,TUN,Lower middle income,Middle East & North Africa,0.36,0.25,0.70,0.13,0.38,9,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,5,,5,10,10,5,5,5,0,NO,NO,YES,NO,NO,NO,NO,NA
2025,,Ethiopia,Turkey,Original,2005,2008,In Force,ETH,Low income,Sub-Saharan Africa,TUR,Upper middle income,Europe & Central Asia,0.26,0.33,0.19,0.25,0.18,12,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,10,,10,10,10,10,10,0,0,NO,NO,YES,NO,NO,NO,NO,NA
2026,,Ethiopia,United Kingdom,Original,2011,2013,In Force,ETH,Low income,Sub-Saharan Africa,GBR,High income,Europe & Central Asia,0.38,0.28,0.47,0.38,0.41,6,NO,6,YES,YES,NO,YES,YES,NO,NO,NO,10,,10,5,5,7.5,7.5,7.5,0,YES,NO,YES,NO,YES,NO,NO,NA
2046,,Fiji,Papua New Guinea,Original,1998,1999,In Force,FJI,Upper middle income,East Asia & Pacific,PNG,Lower middle income,East Asia & Pacific,0.65,0.71,0.85,0.38,0.65,4,YES,4,NO,NO,YES,NO,YES,YES,NO,NO,17,,17,10,10,15,15,15,15,NO,NO,YES,NO,YES,NO,NO,NA
2101,,Finland,Pakistan,Original,1994,1997,Superseded,FIN,High income,Europe & Central Asia,PAK,Lower middle income,South Asia,0.53,0.61,0.47,0.50,0.53,6,YES,6,YES,YES,NO,NO,YES,NO,NO,YES,12,25,20,15,10,10,10,10,10,YES,NO,YES,NO,YES,NO,NO,NA
2102,,Finland,Philippines,Original,1978,1982,In Force,FIN,High income,Europe & Central Asia,PHL,Lower middle income,East Asia & Pacific,0.70,0.64,0.72,0.75,0.71,6,YES,6,YES,YES,YES,YES,YES,YES,YES,YES,15,10,NO LIMIT,15,15,25,15,25,0,YES,NO,YES,NO,YES,NO,NO,NA
2122,,Finland,Sri Lanka,Original,1982,1981,Terminated,FIN,High income,Europe & Central Asia,LKA,Upper middle income,South Asia,0.75,0.40,0.97,0.88,0.88,6,YES,6,NO,NO,YES,YES,YES,YES,YES,YES,15,,15,10,10,10,0,10,0,YES,YES,YES,YES,NO,NO,NO,NA
2128,,Finland,Tanzania,Original,1976,1979,In Force,FIN,High income,Europe & Central Asia,TZA,Low income,Sub-Saharan Africa,0.43,0.94,0.09,0.25,0.24,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,20,,20,15,15,20,20,20,20,NO,NO,YES,NO,NO,NO,NO,NA
2145,,Finland,Vietnam,Original,2001,2003,In Force,FIN,High income,Europe & Central Asia,VNM,Lower middle income,East Asia & Pacific,0.71,0.41,0.97,0.75,0.82,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,10,25,15,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,NA
2146,,Finland,Zambia,Original,1978,1986,In Force,FIN,High income,Europe & Central Asia,ZMB,Lower middle income,Sub-Saharan Africa,0.47,0.44,0.59,0.38,0.47,6,YES,3,YES,YES,YES,YES,NO,NO,NO,NO,5,25,15,15,15,15,0,15,0,YES,NO,YES,NO,YES,NO,NO,NA
2154,,France,Ghana,Original,1993,1998,In Force,FRA,High income,Europe & Central Asia,GHA,Lower middle income,Sub-Saharan Africa,0.37,0.53,0.22,0.38,0.35,6,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,7.5,10,15,12.5,12.5,12.5,12.5,0,10,YES,NO,YES,NO,NO,NO,NO,NA
2156,,France,Guinea,Original,1999,2005,In Force,FRA,High income,Europe & Central Asia,GIN,Low income,Sub-Saharan Africa,0.21,0.29,0.09,0.25,0.18,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,,15,10,0,10,0,0,0,YES,NO,YES,NO,NO,NO,YES,NA
2179,,France,Kenya,Original,2007,2011,In Force,FRA,High income,Europe & Central Asia,KEN,Lower middle income,Sub-Saharan Africa,0.46,0.40,0.22,0.75,0.47,6,NO,NO,YES,YES,NO,YES,NO,YES,NO,YES,10,,10,12,12,10,10,10,0,YES,NO,YES,YES,YES,NO,NO,NA
2193,,France,Madagascar,Original,1983,1983,In Force,FRA,High income,Europe & Central Asia,MDG,Low income,Sub-Saharan Africa,0.55,0.64,0.75,0.25,0.53,0,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,15,25,25,15,15,15,10,0,10,YES,NO,YES,NO,NO,NO,YES,NA
2209,,France,Mongolia,Original,1996,1999,In Force,FRA,High income,Europe & Central Asia,MNG,Lower middle income,East Asia & Pacific,0.17,0.21,0.06,0.25,0.12,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,0,5,0,0,0,YES,NO,YES,NO,NO,NO,NO,NA
2217,,France,Nigeria,Original,1990,1992,In Force,FRA,High income,Europe & Central Asia,NGA,Lower middle income,Sub-Saharan Africa,0.56,0.48,0.36,0.83,0.53,3,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,12.5,10,15,12.5,12.5,12.5,12.5,12.5,0,,,YES,NO,YES,NO,NO,NA
2223,,France,Pakistan,Original,1994,1997,Superseded,FRA,High income,Europe & Central Asia,PAK,Lower middle income,South Asia,0.63,0.53,0.59,0.75,0.71,6,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,10,10,15,10,10,10,10,10,10,YES,YES,YES,YES,YES,NO,NO,NA
